query,ground_truth_answer,relevant_doc_ids,category
Compare the revenue growth rates of Apple Inc. and Microsoft Corp..,"Apple Inc. has an annual growth rate of 8.0%, while Microsoft Corp. has an annual growth rate of 15.0%.","FIN_AAPL_2024_10-K_S00805,FIN_AAPL_2024_10-K_S01177,FIN_AAPL_2024_10-K_S02575,FIN_AAPL_2024_10-K_S04423,FIN_AAPL_2024_10-K_S04693,FIN_AAPL_2024_10-K_S06013,FIN_AAPL_2024_10-K_S06295,FIN_AAPL_2024_10-K_S06775,FIN_AAPL_2024_10-K_S07075,FIN_AAPL_2024_10-K_S07249,FIN_AAPL_2024_10-K_S07309,FIN_AAPL_2024_10-K_S08773,FIN_AAPL_2024_10-K_S09283,FIN_MSFT_2024_10-K_S00529,FIN_MSFT_2024_10-K_S01441,FIN_MSFT_2024_10-K_S03529,FIN_MSFT_2024_10-K_S03865,FIN_MSFT_2024_10-K_S03955,FIN_MSFT_2024_10-K_S05905,FIN_MSFT_2024_10-K_S06841,FIN_MSFT_2024_10-K_S06871,FIN_MSFT_2024_10-K_S06925,FIN_MSFT_2024_10-K_S06937,FIN_MSFT_2024_10-K_S06943,FIN_MSFT_2024_10-K_S07237,FIN_MSFT_2024_10-K_S08275,FIN_MSFT_2024_10-K_S08443",Company comparisons
Compare the revenue growth rates of Apple Inc. and Microsoft Corp..,"Apple Inc. has an annual growth rate of 8.0%, while Microsoft Corp. has an annual growth rate of 15.0%.","FIN_AAPL_2024_10-K_S00805,FIN_AAPL_2024_10-K_S01177,FIN_AAPL_2024_10-K_S02575,FIN_AAPL_2024_10-K_S04423,FIN_AAPL_2024_10-K_S04693,FIN_AAPL_2024_10-K_S06013,FIN_AAPL_2024_10-K_S06295,FIN_AAPL_2024_10-K_S06775,FIN_AAPL_2024_10-K_S07075,FIN_AAPL_2024_10-K_S07249,FIN_AAPL_2024_10-K_S07309,FIN_AAPL_2024_10-K_S08773,FIN_AAPL_2024_10-K_S09283,FIN_MSFT_2024_10-K_S00529,FIN_MSFT_2024_10-K_S01441,FIN_MSFT_2024_10-K_S03529,FIN_MSFT_2024_10-K_S03865,FIN_MSFT_2024_10-K_S03955,FIN_MSFT_2024_10-K_S05905,FIN_MSFT_2024_10-K_S06841,FIN_MSFT_2024_10-K_S06871,FIN_MSFT_2024_10-K_S06925,FIN_MSFT_2024_10-K_S06937,FIN_MSFT_2024_10-K_S06943,FIN_MSFT_2024_10-K_S07237,FIN_MSFT_2024_10-K_S08275,FIN_MSFT_2024_10-K_S08443",Company comparisons
Compare the revenue growth rates of Apple Inc. and Microsoft Corp..,"Apple Inc. has an annual growth rate of 8.0%, while Microsoft Corp. has an annual growth rate of 15.0%.","FIN_AAPL_2024_10-K_S00805,FIN_AAPL_2024_10-K_S01177,FIN_AAPL_2024_10-K_S02575,FIN_AAPL_2024_10-K_S04423,FIN_AAPL_2024_10-K_S04693,FIN_AAPL_2024_10-K_S06013,FIN_AAPL_2024_10-K_S06295,FIN_AAPL_2024_10-K_S06775,FIN_AAPL_2024_10-K_S07075,FIN_AAPL_2024_10-K_S07249,FIN_AAPL_2024_10-K_S07309,FIN_AAPL_2024_10-K_S08773,FIN_AAPL_2024_10-K_S09283,FIN_MSFT_2024_10-K_S00529,FIN_MSFT_2024_10-K_S01441,FIN_MSFT_2024_10-K_S03529,FIN_MSFT_2024_10-K_S03865,FIN_MSFT_2024_10-K_S03955,FIN_MSFT_2024_10-K_S05905,FIN_MSFT_2024_10-K_S06841,FIN_MSFT_2024_10-K_S06871,FIN_MSFT_2024_10-K_S06925,FIN_MSFT_2024_10-K_S06937,FIN_MSFT_2024_10-K_S06943,FIN_MSFT_2024_10-K_S07237,FIN_MSFT_2024_10-K_S08275,FIN_MSFT_2024_10-K_S08443",Company comparisons
Compare the revenue growth rates of Apple Inc. and Microsoft Corp..,"Apple Inc. has an annual growth rate of 8.0%, while Microsoft Corp. has an annual growth rate of 15.0%.","FIN_AAPL_2024_10-K_S00805,FIN_AAPL_2024_10-K_S01177,FIN_AAPL_2024_10-K_S02575,FIN_AAPL_2024_10-K_S04423,FIN_AAPL_2024_10-K_S04693,FIN_AAPL_2024_10-K_S06013,FIN_AAPL_2024_10-K_S06295,FIN_AAPL_2024_10-K_S06775,FIN_AAPL_2024_10-K_S07075,FIN_AAPL_2024_10-K_S07249,FIN_AAPL_2024_10-K_S07309,FIN_AAPL_2024_10-K_S08773,FIN_AAPL_2024_10-K_S09283,FIN_MSFT_2024_10-K_S00529,FIN_MSFT_2024_10-K_S01441,FIN_MSFT_2024_10-K_S03529,FIN_MSFT_2024_10-K_S03865,FIN_MSFT_2024_10-K_S03955,FIN_MSFT_2024_10-K_S05905,FIN_MSFT_2024_10-K_S06841,FIN_MSFT_2024_10-K_S06871,FIN_MSFT_2024_10-K_S06925,FIN_MSFT_2024_10-K_S06937,FIN_MSFT_2024_10-K_S06943,FIN_MSFT_2024_10-K_S07237,FIN_MSFT_2024_10-K_S08275,FIN_MSFT_2024_10-K_S08443",Company comparisons
What are the supply chain risk factors for Apple Inc.?,Supply chain risk factors for Apple Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
What antitrust and regulatory risks are faced by Apple Inc.?,"Apple Inc. is subject to regulatory oversight, antitrust investigations, and strict data privacy regulations like EU GDPR and California CCPA.","FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
What market risks from generative AI competition does Apple Inc. face?,Generative AI presents a risk where competitors may deploy newer models that render Apple Inc.'s existing software or hardware solutions obsolete.,"FIN_AAPL_2024_10-K_S00758,FIN_AAPL_2024_10-K_S02882,FIN_AAPL_2024_10-K_S04394,FIN_AAPL_2024_10-K_S05276,FIN_AAPL_2024_10-K_S05546,FIN_AAPL_2024_10-K_S06704,FIN_AAPL_2024_10-K_S06998,FIN_AAPL_2024_10-K_S07490,FIN_AAPL_2024_10-K_S09620",Risk factors
What are the supply chain risk factors for Microsoft Corp.?,Supply chain risk factors for Microsoft Corp. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_MSFT_2024_10-K_S00483,FIN_MSFT_2024_10-K_S00879,FIN_MSFT_2024_10-K_S01407,FIN_MSFT_2024_10-K_S01815,FIN_MSFT_2024_10-K_S02547,FIN_MSFT_2024_10-K_S03189,FIN_MSFT_2024_10-K_S03909,FIN_MSFT_2024_10-K_S04149,FIN_MSFT_2024_10-K_S04827,FIN_MSFT_2024_10-K_S05307,FIN_MSFT_2024_10-K_S05613,FIN_MSFT_2024_10-K_S06963,FIN_MSFT_2024_10-K_S08319,FIN_MSFT_2024_10-K_S09543,FIN_MSFT_2024_10-K_S09957",Risk factors
What antitrust and regulatory risks are faced by Microsoft Corp.?,"Microsoft Corp. is subject to regulatory oversight, antitrust investigations, and strict data privacy regulations like EU GDPR and California CCPA.","FIN_MSFT_2024_10-K_S00483,FIN_MSFT_2024_10-K_S00879,FIN_MSFT_2024_10-K_S01407,FIN_MSFT_2024_10-K_S01815,FIN_MSFT_2024_10-K_S02547,FIN_MSFT_2024_10-K_S03189,FIN_MSFT_2024_10-K_S03909,FIN_MSFT_2024_10-K_S04149,FIN_MSFT_2024_10-K_S04827,FIN_MSFT_2024_10-K_S05307,FIN_MSFT_2024_10-K_S05613,FIN_MSFT_2024_10-K_S06963,FIN_MSFT_2024_10-K_S08319,FIN_MSFT_2024_10-K_S09543,FIN_MSFT_2024_10-K_S09957",Risk factors
What market risks from generative AI competition does Microsoft Corp. face?,Generative AI presents a risk where competitors may deploy newer models that render Microsoft Corp.'s existing software or hardware solutions obsolete.,"FIN_MSFT_2024_10-K_S00296,FIN_MSFT_2024_10-K_S00656,FIN_MSFT_2024_10-K_S01784,FIN_MSFT_2024_10-K_S01796,FIN_MSFT_2024_10-K_S01802,FIN_MSFT_2024_10-K_S02090,FIN_MSFT_2024_10-K_S02282,FIN_MSFT_2024_10-K_S03890,FIN_MSFT_2024_10-K_S07094,FIN_MSFT_2024_10-K_S07598,FIN_MSFT_2024_10-K_S07688,FIN_MSFT_2024_10-K_S09014,FIN_MSFT_2024_10-K_S09614,FIN_MSFT_2024_10-K_S09950",Risk factors
What are the supply chain risk factors for NVIDIA Corp.?,Supply chain risk factors for NVIDIA Corp. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_NVDA_2024_10-K_S00675,FIN_NVDA_2024_10-K_S02445,FIN_NVDA_2024_10-K_S02475,FIN_NVDA_2024_10-K_S04749,FIN_NVDA_2024_10-K_S05517,FIN_NVDA_2024_10-K_S05979,FIN_NVDA_2024_10-K_S07521,FIN_NVDA_2024_10-K_S07875,FIN_NVDA_2024_10-K_S09123,FIN_NVDA_2024_10-K_S09363,FIN_NVDA_2024_10-K_S09417,FIN_NVDA_2024_10-K_S09657",Risk factors
What antitrust and regulatory risks are faced by NVIDIA Corp.?,"NVIDIA Corp. is subject to regulatory oversight, antitrust investigations, and strict data privacy regulations like EU GDPR and California CCPA.","FIN_NVDA_2024_10-K_S00675,FIN_NVDA_2024_10-K_S02445,FIN_NVDA_2024_10-K_S02475,FIN_NVDA_2024_10-K_S04749,FIN_NVDA_2024_10-K_S05517,FIN_NVDA_2024_10-K_S05979,FIN_NVDA_2024_10-K_S07521,FIN_NVDA_2024_10-K_S07875,FIN_NVDA_2024_10-K_S09123,FIN_NVDA_2024_10-K_S09363,FIN_NVDA_2024_10-K_S09417,FIN_NVDA_2024_10-K_S09657",Risk factors
What market risks from generative AI competition does NVIDIA Corp. face?,Generative AI presents a risk where competitors may deploy newer models that render NVIDIA Corp.'s existing software or hardware solutions obsolete.,"FIN_NVDA_2024_10-K_S00308,FIN_NVDA_2024_10-K_S02504,FIN_NVDA_2024_10-K_S04352,FIN_NVDA_2024_10-K_S05480,FIN_NVDA_2024_10-K_S06668,FIN_NVDA_2024_10-K_S07028,FIN_NVDA_2024_10-K_S08984,FIN_NVDA_2024_10-K_S09320,FIN_NVDA_2024_10-K_S09350",Risk factors
What are the supply chain risk factors for Alphabet Inc. (Google)?,Supply chain risk factors for Alphabet Inc. (Google) include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_GOOGL_2024_10-K_S00993,FIN_GOOGL_2024_10-K_S01437,FIN_GOOGL_2024_10-K_S01497,FIN_GOOGL_2024_10-K_S01683,FIN_GOOGL_2024_10-K_S02307,FIN_GOOGL_2024_10-K_S02385,FIN_GOOGL_2024_10-K_S02421,FIN_GOOGL_2024_10-K_S02529,FIN_GOOGL_2024_10-K_S02619,FIN_GOOGL_2024_10-K_S03075,FIN_GOOGL_2024_10-K_S03897,FIN_GOOGL_2024_10-K_S04725,FIN_GOOGL_2024_10-K_S05223,FIN_GOOGL_2024_10-K_S05265,FIN_GOOGL_2024_10-K_S05607,FIN_GOOGL_2024_10-K_S06153,FIN_GOOGL_2024_10-K_S06315,FIN_GOOGL_2024_10-K_S08181,FIN_GOOGL_2024_10-K_S09129,FIN_GOOGL_2024_10-K_S09489",Risk factors
What antitrust and regulatory risks are faced by Alphabet Inc. (Google)?,"Alphabet Inc. (Google) is subject to regulatory oversight, antitrust investigations, and strict data privacy regulations like EU GDPR and California CCPA.","FIN_GOOGL_2024_10-K_S00993,FIN_GOOGL_2024_10-K_S01437,FIN_GOOGL_2024_10-K_S01497,FIN_GOOGL_2024_10-K_S01683,FIN_GOOGL_2024_10-K_S02307,FIN_GOOGL_2024_10-K_S02385,FIN_GOOGL_2024_10-K_S02421,FIN_GOOGL_2024_10-K_S02529,FIN_GOOGL_2024_10-K_S02619,FIN_GOOGL_2024_10-K_S03075,FIN_GOOGL_2024_10-K_S03897,FIN_GOOGL_2024_10-K_S04725,FIN_GOOGL_2024_10-K_S05223,FIN_GOOGL_2024_10-K_S05265,FIN_GOOGL_2024_10-K_S05607,FIN_GOOGL_2024_10-K_S06153,FIN_GOOGL_2024_10-K_S06315,FIN_GOOGL_2024_10-K_S08181,FIN_GOOGL_2024_10-K_S09129,FIN_GOOGL_2024_10-K_S09489",Risk factors
What market risks from generative AI competition does Alphabet Inc. (Google) face?,Generative AI presents a risk where competitors may deploy newer models that render Alphabet Inc. (Google)'s existing software or hardware solutions obsolete.,"FIN_GOOGL_2024_10-K_S00116,FIN_GOOGL_2024_10-K_S01658,FIN_GOOGL_2024_10-K_S01868,FIN_GOOGL_2024_10-K_S02588,FIN_GOOGL_2024_10-K_S02714,FIN_GOOGL_2024_10-K_S03392,FIN_GOOGL_2024_10-K_S04724,FIN_GOOGL_2024_10-K_S04946,FIN_GOOGL_2024_10-K_S05348,FIN_GOOGL_2024_10-K_S05354,FIN_GOOGL_2024_10-K_S05870,FIN_GOOGL_2024_10-K_S06446,FIN_GOOGL_2024_10-K_S06452,FIN_GOOGL_2024_10-K_S07340,FIN_GOOGL_2024_10-K_S07874,FIN_GOOGL_2024_10-K_S09434,FIN_GOOGL_2024_10-K_S09458,FIN_GOOGL_2024_10-K_S09524",Risk factors
What are the supply chain risk factors for Advanced Micro Devices Inc.?,Supply chain risk factors for Advanced Micro Devices Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AMD_2024_10-K_S00003,FIN_AMD_2024_10-K_S03717,FIN_AMD_2024_10-K_S04083,FIN_AMD_2024_10-K_S04299,FIN_AMD_2024_10-K_S04587,FIN_AMD_2024_10-K_S05637,FIN_AMD_2024_10-K_S05703,FIN_AMD_2024_10-K_S06207,FIN_AMD_2024_10-K_S06471,FIN_AMD_2024_10-K_S06513,FIN_AMD_2024_10-K_S07545,FIN_AMD_2024_10-K_S08979,FIN_AMD_2024_10-K_S09261",Risk factors
What antitrust and regulatory risks are faced by Advanced Micro Devices Inc.?,"Advanced Micro Devices Inc. is subject to regulatory oversight, antitrust investigations, and strict data privacy regulations like EU GDPR and California CCPA.","FIN_AMD_2024_10-K_S00003,FIN_AMD_2024_10-K_S03717,FIN_AMD_2024_10-K_S04083,FIN_AMD_2024_10-K_S04299,FIN_AMD_2024_10-K_S04587,FIN_AMD_2024_10-K_S05637,FIN_AMD_2024_10-K_S05703,FIN_AMD_2024_10-K_S06207,FIN_AMD_2024_10-K_S06471,FIN_AMD_2024_10-K_S06513,FIN_AMD_2024_10-K_S07545,FIN_AMD_2024_10-K_S08979,FIN_AMD_2024_10-K_S09261",Risk factors
What market risks from generative AI competition does Advanced Micro Devices Inc. face?,Generative AI presents a risk where competitors may deploy newer models that render Advanced Micro Devices Inc.'s existing software or hardware solutions obsolete.,"FIN_AMD_2024_10-K_S00278,FIN_AMD_2024_10-K_S01190,FIN_AMD_2024_10-K_S01352,FIN_AMD_2024_10-K_S02318,FIN_AMD_2024_10-K_S02600,FIN_AMD_2024_10-K_S03140,FIN_AMD_2024_10-K_S04544,FIN_AMD_2024_10-K_S06632,FIN_AMD_2024_10-K_S07796,FIN_AMD_2024_10-K_S08252,FIN_AMD_2024_10-K_S09242",Risk factors
What are the supply chain risk factors for Apple Inc.?,Supply chain risk factors for Apple Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
What are the supply chain risk factors for Apple Inc.?,Supply chain risk factors for Apple Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
What are the supply chain risk factors for Apple Inc.?,Supply chain risk factors for Apple Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
What are the supply chain risk factors for Apple Inc.?,Supply chain risk factors for Apple Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
What are the supply chain risk factors for Apple Inc.?,Supply chain risk factors for Apple Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
What are the supply chain risk factors for Apple Inc.?,Supply chain risk factors for Apple Inc. include reliance on a complex supply chain network of third-party suppliers concentrated in the Asia-Pacific region and component shortages like advanced semiconductors.,"FIN_AAPL_2024_10-K_S00435,FIN_AAPL_2024_10-K_S01221,FIN_AAPL_2024_10-K_S02373,FIN_AAPL_2024_10-K_S02883,FIN_AAPL_2024_10-K_S04131,FIN_AAPL_2024_10-K_S04623,FIN_AAPL_2024_10-K_S05529,FIN_AAPL_2024_10-K_S06267,FIN_AAPL_2024_10-K_S06705,FIN_AAPL_2024_10-K_S07737,FIN_AAPL_2024_10-K_S08535,FIN_AAPL_2024_10-K_S09141",Risk factors
